barcode,product_name,brand,verified_ingredients,flagged_additive_code,flagged_additive_name,functional_class,banned_in_jurisdiction,why_banned_abroad,india_fssai_status,legal_summary,risk_tier
8901030922565,No Onion No Garlic Tomato Sauce,Kissan,"water, tomato paste* (28%), sugar, iodised salt, acidity regulator-e260, stabilizers - e1422, e415, preservative - e211, spices and condiments.",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8901063023453,Treat Croissant,Britannia,"Refined wheat flour, sugar, edible vegetable oil, cocoa solids, invert syrup, raising agents, emulsifiers, colours (INS 171)",INS 171 / E171,Titanium Dioxide,Synthetic White Colorant / Opacifier,BANNED IN FOOD (EU 2022/63) | PERMITTED ≤ 1.0% by weight (21 CFR 73.575) | PERMITTED under positive list,"EFSA concluded in 2021 that titanium dioxide can no longer be considered safe as a food additive because potential genotoxicity concerns (micro/nano-particle intestinal accumulation and potential DNA strand breaks) could not be ruled out, adopting a precautionary ban.",PERMITTED under FSSAI MPLs,Banned as a food additive in EU (authorisation withdrawn 2022). Permitted with limits in US and India.,🔴 High Concern
8906029605368,Parota,Ammamma's easy2cook,"refined wheat flour, ro purified water, refined sunflower oil, salt, sugar, permitted emulsifiers (e412, e471, e481) and preservatives (e202, e-262)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8901207046810,Koolerz Mango,Dabur,"water, sugar, mango pulp (10%), acidity regulator (ins 330), stabilizers (ins 412 & ins 466), antioxidant (ins 300), flavours (nature identical and artificial mango flavouring substances) and colour (ins 110).",INS 110 / E110,Sunset Yellow FCF (Yellow 6),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 6) | PERMITTED under positive list,"Azo dye metabolism generates aromatic amines linked to pediatric neuro-hyperactivity, allergic rhinitis, hives, and gastric irritation in sensitive individuals.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Requires mandatory EU warning label for child activity and attention impairment.,🔴 High Concern
8906113490788,Millet Muesli Crunchy,Tata Soulfull,"rolled oats (35%), whole wheat flakes (20%), millets (16%) [ragi (9.7%), jowar (6.3%)], refined sugar, corn flakes (5%), invert sugar syrup, almond (3%), raisins (3%), honey (1.3%), malt extract, wheat bran, edible vegetable oil (palmolein), emulsifier (ins 322(i)), lodised salt, anticaking agent (ins 1700)), natural flavour, antioxidant (ins 320). allergens: contains nut, oats, soy, wheat",INS 320 / E320,BHA (Butylated Hydroxyanisole),Synthetic Phenolic Antioxidant,AUTHORISED (ADI ≈1 mg/kg bw/day) | GRAS; CA Prop 65 Cancer Warning List | PERMITTED in specified categories,"Listed under CA Prop 65 based on high-dose rodent tumor data. Recognized in endocrine research as a potential estrogenic and thyroid disruptor. Regulators allow low doses under ADI, but daily exposure in children's snacks is flagged as High Concern.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Listed under California Prop 65 with mandatory cancer warning requirement.,🔴 High Concern
8906007286978,Refined Sunflower Oil,Aadhar,"refined sunflower oil, permitted antioxidant tbhq (e-319),vitamin a and vitamin d.",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8901030902383,Manchow Veg,Knorr,"soup powder. ingrédients: potato starch, paration: maltodextrin, sugar, lodised salt, *dehydrated vegetables (cabbage flakes (2.2%), garlic bits (1.8%), onion bits (1.8%), and leeks (0.4%)), hydrolyzed vegetable protein, hydrogenated palm oil, spices & condiments (chillies (1.8% ) ), thickener - 415, food colour - caramel iv, flavours - natural (garlic) and nature identical flavouring substances (soya sauce), acidity regulator - 330, anti caking agent - 551, flavour enhancer - 627 & 631. atents of this pack contains soya. may contain traces of wheat, milk, mustard, celery and nuts. 11 g soup powder + 150 ml water)",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
8902433003134,SNICKERS BUTTERSCOTCH FLAVOUR,SNICKERS,"<span class=""allergen"">milk chocolate coating</span> (35%): sugar, milk solids, serve (%) cocoa butter, cocoa solids, edible vegetable fat ,lt,5% (sal fat, palm oil), dextrose, emulsifier (322), centre filling (65%): peanuts (23%), liquid glucose, sugar, hydrogenated vegetable oil (palm oil), milk solids, lodized salt, cocoa butter, cocoa solids, edible vegetable fats ,lt,5% (sal fat, palm oil), dextrose, nature identical flavour (butterscotch),  emulsifier (322), 20 5* contains vegetable fat in addition to cocoa butter, contains <span class=""allergen"">milk</span>, <span class=""allergen"">peanut</span> and <span class=""allergen"">soy</span>, may contain <span class=""allergen"">treenuts</span>,",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
8906130900130,Choco-Pie,Orion,"refined wheat flour (maida), sugar, choco covering (21.6%) (sugar, hydrogenated vegetable fat, cocoa solids, milk solids, emulsifier (ins 322) and nature identical flavour (vanillin)), liquid glucose, hydrogenated vegetable fat, humectant (ins 422), dextrose, raising agents (ins 500(i), ins 503], stabilizers (ins 407, ins 440, ins 415, ins 410), edible common salt, hydrolyzed pea protein, preservatives (ins 202, ins 281), acidity regulator [ins 341], nature identical flavour (vanillin).",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8901014000449,Schezwan Spicy Chilli Sauce Flavour,Top Ramen/Nissin,"Noodles: Refined wheat flour, palm oil, salt, thickeners; Tastemaker: schezwan seasoning, spices, flavour enhancers (INS 621), antioxidant (INS 319)",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8901014000449,Schezwan Spicy Chilli Sauce Flavour,Top Ramen/Nissin,"Noodles: Refined wheat flour, palm oil, salt, thickeners; Tastemaker: schezwan seasoning, spices, flavour enhancers (INS 621), antioxidant (INS 319)",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
8908014665258,French Yogurt Strawberry,Mamie Yova,"Pasteurized milk, sugar, strawberry, active lactic culture, colours (INS 124)",INS 124 / E124,Ponceau 4R (Brilliant Scarlet),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Synthetic coal-tar derived dye linked to allergic asthma amplification, pediatric hyperkinesis, and histamine release.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8901030921667,kissan,Kissan,"water, tomato paste* (28%), sugar, iodised salt, acidity regulator - e260, stabilizers - e1422, e415, preservative - e211, onion powder, garlic powder, spices and condiments.",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8901014000371,Geki Hot & Spicy Korean Cheese,Nissin,"noodles (80.00%): refined wheat flour (maida), edible vegetable oil (palm oil), tapioca starch, lodised salt, acidity regulators [ins 451(i) & ins 500(i)], turmeric powder, thickener (ins 412)& antioxidant (ins 319). seasoning mix (12.50%): sugar, skimmed milk powder, cheese powder, garlic powder, hydrolysed vegetable protein powder (soya), lodised salt, flavours (natural & nature identical), yeast extract powder, onion powder, flavour enhancers (ins 631 & ins 627), mixed spices (ginger, black pepper, red chilli, cumin & turmeric), acidity regulator (ins 330). oleoresin capsicum & anticaking agent (ins 551). seasoning oil (7.50%): edible vegetable oil (palmolein, soya bean oil & chilli seed oil), colour [ins 160c(i)]&oleoresin rosemary. allergen information: contains wheat soy & milk. mid. by: indo nissin foods pvt. ltd., no.1102, 11th floor, raheja towers, west wing fssai mg road, bengaluru-560001, kamalaka lic.no. 10013043000622 mid. at: refer to the panel below (ror o) after pkd r191 kms. nh-8,delhi-jaipur road, village-deodhai, tehsil bawal be123 401. haryana. lic.no. 10012064000056 sing park khordha industrial no 10015032000243 2. drain out the water. ther",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8901725100131,B Natural Orange Juice 1L,ITC,"Orange juice, water, sugar, acidity regulator (INS 330), antioxidant (INS 300), colours (INS 171)",INS 171 / E171,Titanium Dioxide,Synthetic White Colorant / Opacifier,BANNED IN FOOD (EU 2022/63) | PERMITTED ≤ 1.0% by weight (21 CFR 73.575) | PERMITTED under positive list,"EFSA concluded in 2021 that titanium dioxide can no longer be considered safe as a food additive because potential genotoxicity concerns (micro/nano-particle intestinal accumulation and potential DNA strand breaks) could not be ruled out, adopting a precautionary ban.",PERMITTED under FSSAI MPLs,Banned as a food additive in EU (authorisation withdrawn 2022). Permitted with limits in US and India.,🔴 High Concern
8901207037795,activ 100% Coconut water,Real,"water, coconut water concentrate (9.0 %) and preservatives (ins 202, ins 224) allergen information: contains sulphite reconstituted 100% coconut water content",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8901725105167,B Natural Guava Juice,B Natural/ITC,"Guava juice, water, sugar, acidity regulator, colours (INS 124)",INS 124 / E124,Ponceau 4R (Brilliant Scarlet),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Synthetic coal-tar derived dye linked to allergic asthma amplification, pediatric hyperkinesis, and histamine release.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8901248270847,Refined Soyabean Oil,Emami,"Refined soybean oil, antioxidant (INS 319), vitamins A & D",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8906009531533,Choco Classic Bar,Max Protein,"protein blend (29%) (soy nuggets, whey protein concentrate, soy concentrate), brown rice syrup (liquid glucose), milk compound (19%) (sugar, edible vegetable oil (hydrogenated vegetable oil), milk solids, cocoa solids, emulsifier (soy lecithin), vanilla flavours), dietary fiber (9%) (fructooligosaccharide, chicory root fiber), edible vegetable oil (hydrogenated vegetable oil), almonds (5.5%), whole grain rolled oats (4.5%), raisins (4%), cashew nut (3%), humectant (glycerine), dextrose monohydrate, flaxseeds, tribasic calcium phosphate, fructose, soy protein isolate, emulsifier (soy lecithin), binding agent (guar gum), salt and citric acid, antioxidants (vitamin c), added vitamins and minerals",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
8901014000432,Manchurian,Top Ramen,"noodles (87.3%): refined wheat flour (maiela), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 451 & ins 5000)], mixed spices 0.17% (turmeric, coriander, cumin, red chilli), antioxidant (ins 319) & thickener (ins 412). seasoning mix (12.7%): lodised salt, mixed spices 12.5% (ginger, red chilli, black pepper), garlic powder, sugar, com starch, dehydrated garlic flakes, hydrolysed vegetable protein powder (soya), dehydrated onion flakes, soya sauce powder, dehydrated red chilli flakes, tomato powder, flavour enhancers (ins 631 & ins 627), yeast extract powder, dehydrated spring onion, onion powder, dehydrated coriander leaves, flavours (natural flavour & artificial wok flavour), thickeners (ins 412 & ins 415), edible vegetable oil (palm oil), acidity regulator (ins 330), colours (ins 150d & ins 160c(i)), anticaking agent (ins 551), oleoresin capsicum. allergen information: contains wheat & soy. may contain milk.",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8901014000432,Manchurian,Top Ramen,"noodles (87.3%): refined wheat flour (maiela), edible vegetable oil (palm oil), lodised salt, acidity regulators [ins 451 & ins 5000)], mixed spices 0.17% (turmeric, coriander, cumin, red chilli), antioxidant (ins 319) & thickener (ins 412). seasoning mix (12.7%): lodised salt, mixed spices 12.5% (ginger, red chilli, black pepper), garlic powder, sugar, com starch, dehydrated garlic flakes, hydrolysed vegetable protein powder (soya), dehydrated onion flakes, soya sauce powder, dehydrated red chilli flakes, tomato powder, flavour enhancers (ins 631 & ins 627), yeast extract powder, dehydrated spring onion, onion powder, dehydrated coriander leaves, flavours (natural flavour & artificial wok flavour), thickeners (ins 412 & ins 415), edible vegetable oil (palm oil), acidity regulator (ins 330), colours (ins 150d & ins 160c(i)), anticaking agent (ins 551), oleoresin capsicum. allergen information: contains wheat & soy. may contain milk.",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
8901689031014,Guava Crush,Mala's,"Guava pulp, sugar, acidity regulator, preservative, colours (INS 127)",INS 127 / E127,Erythrosine (Red 3),Synthetic Organoiodine Fluorone Dye,RESTRICTED (Cocktail & Candied Cherries only) | PHASING OUT IN FOODS (FDA 2024 Rule) | PERMITTED in specified categories,High-dose rat studies demonstrated thyroid follicular cell hypertrophy and adenoma risk due to iodine metabolic disruption.,PERMITTED under FSSAI MPLs,Banned in US cosmetics (1990); FDA phasing out food/drug uses (2024-2028). EU restricts almost exclusively to candied cherries.,🔴 High Concern
8906097549588,Sapphire Poko Loko Lychee Flavoured Juice Drink,Poko Loko,"Water, lychee flavour, sugar, acidity regulator, colours (INS 122)",INS 122 / E122,Azorubine / Carmoisine,Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Azo dye associated with pediatric hyperactivity, severe histamine release, allergic asthma, and localized inflammation in animal studies.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8901725000295,Sunfeast Glucose 1kg,Sunfeast/ITC,"Glucose, acidity regulator, colours (INS 124)",INS 124 / E124,Ponceau 4R (Brilliant Scarlet),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Synthetic coal-tar derived dye linked to allergic asthma amplification, pediatric hyperkinesis, and histamine release.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8908001658058,Ocean Fruit drink crispy apple flavour,Ocean,"water, apple juice concentrate 1.8% (equivalent to 12% apple juice) sugar, glucose minerals (e 329, e 508), acidity regulator (e 330, e 296, e 331, nature identical flavouring substances (apple fruit flavour), permitted class ii preservative (e202), vitamins (b3, b5, b7)",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8906133800147,Snacks Dressing,Funtrip,"water, vegetable pulp, sugar, tomato paste, emulsifiers and stabilizers (ins 1422, ins415), lodized salt, acidity regulator (ins260), onion powder, garlic powder, red chilli powder, spices and condiments contains permitted class ii preservative (ins211) contains added flavours (nature-identical flavouring substances)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8906336335033,mature cheddar cheese ploughman’s,Branston,"malted bread (38%) <span class=""allergen"">wheat flour</span> (with added calcium water malted wheat flakes (9.4%), wheat bran (2.6% wheat protein yeast salt malted barley flour 10.92 emulsifiers e471, e472e spirit vinegar, malled wheat flour, vegetable oils (rapeseed palm, flour treatment agent e300 palm fat. mature cheddar (17%) pasteurised cows milk non animal rennet salt, starter culture, branston pickle (15%) vegetables in variable proportions (54% carrot rutabaga onion cauliflower), sugar, barley malt vinegar spirit vinegar date paste, salt, apple pulo (apple preservative sodium metabisulphitel, modified maize starch tomato paste colour (sulphite ammonia caramell spices. concentrated lemon juice, onion powder natural flavouring tomato (12%), lettuce (8%), cucumber is vegetable spread (7%) vegetable oils (rapeseed oil, palm oil), water, salt emulsifier (mono & diglycerides of fatty acids). preservative (potassium sorbate) colour (annatto. curcumin), acidity regulator (citric acid), flavouring.",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8906002000012,Funfoods Classic Egg Mayonnaise,Dr. Oetker,"Refined soybean oil, eggs, water, sugar, vinegar, iodized salt, thickener, preservative (INS 211), antioxidant (INS 319)",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8906002000012,Funfoods Classic Egg Mayonnaise,Dr. Oetker,"Refined soybean oil, eggs, water, sugar, vinegar, iodized salt, thickener, preservative (INS 211), antioxidant (INS 319)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8906078160085,Ene bohut jolokia sauce 210 g,Ene,"sugar, water, garlic bits, carrot bits, bhutjolokia chilli puree (4.5%), salt, acidity regulator (ins 260), chilli powder, thickeners (ins 1442, ins 440& ins 415). contains permitted class ii preservative – (ins 211). contains added natural flavouring substances",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8901725013042,Marie Light,Sunfeast,"refined wheat flour (maida) (66.6%), sugar, refined palm oil, invert syrup, milk solids, raising agents [ins 503 (ii), ins 500(i), lodized salt, nature identical flavouring substances, flour treatment agent (ins 223), emulsifier [diacetyſtartaric and fatty acid esters of glycerol (from refined sunflower oil and palm oil)], artificial flavouring substances (milk, vanilla), mineral, colour (ins 150d) and vitamins.",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
8904132948181,Campa Orange Flavour 500ml,Campa,"Carbonated water, sugar, acidity regulators (INS 330, INS 331(iii)), orange juice concentrate, colours (INS 122), artificial orange flavour, preservative (INS 211)",INS 122 / E122,Azorubine / Carmoisine,Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Azo dye associated with pediatric hyperactivity, severe histamine release, allergic asthma, and localized inflammation in animal studies.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8904132948181,Campa Orange Flavour 500ml,Campa,"Carbonated water, sugar, acidity regulators (INS 330, INS 331(iii)), orange juice concentrate, colours (INS 122), artificial orange flavour, preservative (INS 211)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
