barcode,product_name,brands,ingredients_text,sold_in_india_status,ingredient_confidence,status,data_source,source_license,collection_method
8908013252077,Crunchy Granola Happy Berries,Fit & Flex,"rolled <span class=""allergen"">oats</span> 33%, rice puffs 13%, multigrain crispies 11% (<span class=""allergen"">wheat</span>, maize, rice), oligofructose (prebiotic dietary fibre) 9.5%, rice bran oil 6.1%, sugar 4.2%, <span class=""allergen"">almond</span> flakes 3%, tender coconut powder, coconut milk powder, candied fruits (cranberry 3.7%, blueberry 3.7%, strawberry 3%), common salt, acidity regulators [sodium citrate (ins 331)], humectant [glycerine from vegetable source (ins 422)], antioxidant [tocopherol (ins 307)], nature identical flavouring substances.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906010913052,Matka Kulfi,Dairy Day,"milk solids, water, sugar, <span class=""allergen"">almond</span> (3%), pista (3%), emulsifier and stabiliser (ins 471,412,433,407,401) contains added flavour - nature identical and artificial kulfi flavouring substances.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906036670878,Pure Ghee,Nandini,milk solids [milk fat],CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8904335603429,26g High Protein Oats Dark Chocolate,Yogabar,"whole grains 46% (instant oats), protein blend 26.6% (texturised soy protein flakes, whey powder), dehydrated fruits, nuts & seeds 12% (raisins, chia seeds, sunflower seeds, almonds 0.5%, pumpkin seeds), cocoa powder 7%, fructooligosaccharides, natural flavors, rice bran oil, himalayan pink salt, steviol glycosides, bacillus coagulans",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906007280235,Fortune Sun Lite Refined Sunflower Oil,Fortune,"Refined sunflower oil, antioxidant (INS 319), vitamins A & D",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906190000047,Pista Badam Drink Mix,Rajam,"sugar, maize starch, pista bits (3%), badam bits (3%), cashew bits (2%), milk powder, cardamom.

contains permitted natural colours (ins100 & ins141) and added natural identical flavouring substances-pista flavour",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908014021092,Dried Kiwi,Afrodille,"kiwi, sugar, citric acid so2.",CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8902901223958,Good life cashew (w240),Good Life,"<span class=""allergen"">cashew</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901090328802,Grand Classic Coffee,Tata,"coffee (71.5%), chicory (27%), nature-identical flavouring substance",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906075003217,Sandwich Paneer Tikka,Atul Bakery,"fresh bread (50%), paneer (15%), capsicum (10%), onion (10%), tandoori sauce (5%), mayonnaise (5%), <span class=""allergen"">butter</span> (3%), black pepper, and chaat masala.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901058013863,Kitkat Double Choco,Nestlé,"milk chocolate (50.3%) (sugar, milk solids (12.1%), cocoa butter (8.8%), cocoa solids (6%), emulsifier (soya lecithin) & artificial (vanilla) flavouring substances), white chocolate (26.7%) (sugar, cocoa butter (8%), milk solids (7.2%), emulsifier (soya lecithin) & artificial (vanilla) flavouring substances), wafer (refined wheat flour (maida), sugar, hydrogenated vegetable fats, cocoa solids (1.2%), milk solids, fractionated vegetable fat, yeast, raising agent (500(ii)), emulsifier (soya lecithin), lodized salt, flour treatment agent (516), artificial (vanilla) flavouring substances&nature identical flavouring substances)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901063166356,Nice Time,Britannia,"<span class=""allergen"">wheat flour</span>, sualar (28.8%).
bakery
shortening
interesterified
sesame
desiccated coconut powder (4%), inver
desiccated coconut powder (4%). invert
sugar syrup, whey powder, corn starch,
leavenings
tammonium
bicarbonate.
sodium
bicarbonate,
sodium
acid
pyrophosphatel coconut milk powder
(0.5%), emulsifiers (<span class=""allergen"">soy lecithin</span>, mono - and
diglycerides
and diglycerides, salt, lactose and
artificial flavours (coconut, vanilla'
contains<span class=""allergen"">: wheat</span> (<span class=""allergen"">gluten</span>), <span class=""allergen"">soy</span>, <span class=""allergen"">sesame</span>,
<span class=""allergen"">tree nuts</span>, milk products",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901262300766,Frostik Dark Chocolate,Amul,"inner layer - chocolate stick (22%): cocoa solids, sugar, coconut oil, cocoa butter, emulsifier (322); middle layer - chocolate ice cream (58%): milk solids, sugar, cocoa solids, emulsifier (471), stabilizers (407, 466, 415, 412); outer layer: choco layer coating (20%): cocoa solids, sugar, coconut oil, cocoa butter, emulsifier (322), cashew pieces (4.5%).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904061111441,KA Sparkling Fruit Punch 330 ml,KA,"koolzuurhoudend water, suiker, voedingszuur (citroenzuur), aroma's, concentraten (zwarte bes, zwarte wortel) zuurteregelaar (trinatrium citraat), zoetstoffen (acesulfaam-k, sucralose),  conserveermiddel(natriumbenzoaat), stabilisator (glycerolesters van houthars). kleurstof (anthocyanen).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8908002735055,Mik bread,Golden bite,"refined wheat flour, water, vegetable oil (ram), edible common salt, milk, class ii preservative (282), acidity regular (260), 481(1), antioxidant (300), improver (1100).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906020581951,iD Idly Batter,iD,"ro-purified water (55%), rice rava (32%), urad dal and iodised salt.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8902433030598,Snickers Chocolate Bar,Unknown Brand,"milk chocolate coating sugar, milk solids, cocoa butter, cocoa solids, edible vegetable fats &lt;5% (sal fat, oil), dextrose, emulsifier (322); centre filling (62%): liquid glucose, <span class=""allergen"">peanuts</span> (1 sugar, fractionated vegetable fat, milk solids, lodized salt, cocoa butter, co edible vegetable fats &lt;5% (sal fat, palm oil), dextrose, emulsifier equivalenti",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904083321781,70% Dark Chocolate,Milky Mist,"cocoa solids (56%), sugar, cocoa butter, emulsifiers (ins 442, ins 476), flavor (nature identical flavoring substances-cocoa & vanilla).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901814007174,Groviva Gold,"Groviva,Signutra","protein [milk solids (27%) & soy protein isolate (7%)], maltodextrin, oils (soybean oil, sunflower oil), sucrose, nature identical flavouring substances (chocolate), fibers [soy fiber (2.47%) & polydextrose (1.75%)], minerals, acidity regulators [ins 331 (i) & ins 332(i)], emulsifier [ins 322(0)], dha powder (0.47%), vitamins, lutein-zeaxanthin complex (0.167%), probiotics (lactobacillus acidophilus ncfm (0.022%) & bifidobacterium lactis hn019 (0.073%)], choline chloride, antioxidants (ins 304), l-carnitine, inositol & taurine.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8902579003654,Smoodh toffee caramel,"Smoodh, Parle agro","milk solids, sugar, dextrose, food colour (ins 150c) (0.92%), malt extract, emulsifiers and stabilizers [ins 460(1), ins 471, ins 466, ins 407, ins 340, ins 452], natural and nature identical flavouring substances (caramel, cocoa, toffee), artificial flavouring substance (vanilla) and iodised salt. (equivalent to 90% m/m double toned milk) (ins-international numbering system) allergen information: contains <span class=""allergen"">milk</span>, <span class=""allergen"">barley</span>, <span class=""allergen"">wheat</span> and millet",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908024057357,Millet namkeen mango achari,Eat better co,"peanuts 27%, jowar flakes 14.3% jowar,rice), ragi crisp 13.4% (pagi,rice), rice crisps, jowar crisps 13.4% (jowar,rice) sunflower, *seasoning - [chilli powder, mao powder, sugar, acidity reguor(ins 330,ins 296). flavour enhancers (ins 627, ins 631), anti caking agent (ins 551), hydrolysed vegetable protein, natural and nature identical flavoring substances, lodised salt. *as flavouring agent. mfd and mkt by eat better a1 & a2. 100 f nutritional informatic serve size - 10g dional data per 100g gy (kcal) ydrates (g) 455.6 61.8 4 sugars (g) sugars (g) ry fibre (g) 0 10.2 tein (g) 15 al fat (g) 16.5 ated fat (g) 1.6 ans fat (g) 0 esterol (mg) dium (mg) 0 933.1 calculation is on the basis of 20 per day and icmr nto shop re: 181 4251106 06/11/25 05/05/26 alle",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8905511100374,dark orange ganache,Völka,"masa de cacao, fibra inulina y oligofrutctosa, manteca de cacao, aceite vegetal (palma y maravilla), maltitol, leche en polvo entera, leche en polvo desnatada, jarabe de maltitol, agua, trozos de naran a (1.30%), sorbitol, saborizante/a-romatizante natural naranja y vainilla, estevia, lecitina de soya, ácido cítrico, sal.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901725005580,Aashirvaad Ready to cook Chapati,AASHIRVAAD,"atta (54.9%), water (36.4%), refined sunflower oil, iodized salt, tapioca flour, milk solids, humectant (ins 422), wheat gluten, emulsifier [mono - and di-glycerides of fatty acids (from palm oil)], vitamin c and yeast.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904027409148,Triphala Churna,Baidyanath,"harad ka chhilka (terminalia chebula, p), bahera ka chhilka (terminalia bellirica, p.), amla guthli rahit (emblica officinalis, fr.)",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901393024289,Centerfruit Watermelon Flavour,Centerfruit,"sugar, gum base, liquid glucose, acidity regulator (ins 330), flavour (artificial (watermelon) flavouring substances), humectant (ins 422), emulsifier (ins 322), antioxidant (ins 321), colours (ins 133, ins 102), strawberry juice concentrate (0.005%)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901030535093,Mixed Fruit Jam,Kissan is sold by Hindustan Unilever Limited,"sugar, mixed fruit pulp blend-46% (banana pulp, papaya pulp, pear pulp, apple juice pineapple juice, orange juice, mango pulp, grape juice), thickener-440, acidity regulator-330, preservative-202, vitamin b3.

contains permitted synthetic food colour - 122 and added flavours-1 artificial raspberry, pineapple and strawberry flavouring substances.

contains permitted class iii preservative.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908010486000,Idli & Dosa Maavu (Idli & Dosa Batter),Annachi Vilas,"rice, orid, lodised salt, fenugreek, ultra purified water",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906088213047,Magic Masala,Orika,"iodized salt, spices and condiments, corn starch, sugar, hvp (soya), flavour (natural and nature identical), edible rice bran oil, yeast extracts, spice extracts, anticaking agent (ins 551), acidity regulator (ins 330), natural colour (160c), caramel powder (ins 150d), and dehydrated kasuri methi.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901014000203,Cup Noodles Chili Chili Chilli,Nissin,"Noodles: Refined wheat flour, palm oil, salt, thickeners; Tastemaker: chilli seasoning, spices, flavour enhancers (INS 621), antioxidant (INS 319)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901786940509,Veg Biriyani Mix,Everest,"dehydrated orion, milk solids, iodized salt, chilli, green cardamom, fennel, cassia leaf, cassia back (taj), rice bran edible oil, nutmeg, anticaking agent (ins 551).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901512557001,Nachos Crispy & Crunchy,Act II,"Corn flour, edible vegetable oil, salt, spices, antioxidant (INS 319)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908010907918,Sleep gummies,Power gummies,"fo.s(fructo-oligosaccharides), water, gelling agent (pectin, carrageenan), acidity regulator (trisodium citrate, citric acid), passiflora extract, melatonin, vitamin b6(as pyridoxine hydrochloride), flavour natural passion fruit flavour, colours (ins133, ins103& ins171), mct oil(source-coconut oil), glazing agent (carnauba wax), corn starch vit b6 vitamin b6 it may help to support the production of happy hormones like serotonin & dopamine, which may help to cope with daily stress and keeps the brain and neurons healthy. passion fruit flavour *this only for brand promotion && does not represent the true nature of the product",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906065458218,Gone Mad Gang of 5 Premium Badam Sticks,Gone Mad,"Almonds, sugar, edible vegetable oil, colours (INS 124)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906001052005,Spice Mix for Paneer Butter Masala,Mother's Recipe,"onion, tomato powder, sugar, cottonseed oil, iodized salt (7%), skimmed milk powder, rice flakes, red chilli powder, coriander, cashew nut, dry garlic, mixed spices, acidity regulator (ins 330) and dry ginger.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904335605201,Pro clean Plant protein,Yoga Bar,"protein isolate blend 73.6% (pea protein & rice protein), cocoa powder 14%, coconut milk powder, monk fruit powder,natural flavor & flavoring substances, (xanthan gum, acacia gum). digestive herbal berc fennel, cumin, fenugreek).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906127550126,Chocolate Peanut Butter Smooth,Alpino,"roasted peanut (86%), chocolate (13%) (natural cocoa, cocoa butter, brown sugar), salt, emulsifier (e471-100% plant base)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901719136764,Hide&Seek Vanilla,"Parle Platina, Parle","white créme (40%) [sugar, maze starch, refined oils (palmolein, palm oil), emulsifier of vegitable origin (<span class=""allergen"">soy lecithin</span>), nature identical flavouring substances], refined wheat flour (maida), sugar, refined palm oil, cocoa solids (4.5%), inverted sugar syrup, liquid glucose, iodised salt, raising agents [500 (iii), 503 (ii), 341(i)] , and emulsifier of vegetable origin 472e.
contains added flavours: (artificial flavouring substances - chocolate and vanilla)
contains: <span class=""allergen"">wheat</span>, <span class=""allergen"">soy</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904083322856,High Protein Paneer,Milky Mist,milk solids & vinegar,CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904063240187,Aloo Bhujia,Haldiram's,"potato (44%), edible vegetable oil (cotton seed, corn, palmolein, ground nut and rice bran), gram pulse flour, rice flour, iodised salt, edible starch, spices & condiments (coriander powder, cumin powder, mango powder, garlic powder, onion powder, lemon powder, ginger powder, red chilli powder, mace powder, nutmeg powder, turmeric powder, mint leaves powder), acidity regulator (ins 330), anticaking agent (ins 551), flavour enhancers (ins 627 & ins 631) and natural & nature identical flavouring substances.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901207041723,Vita,Dabur,"anter pack, ado anak (emblica otica) dried fruit pericarp 3.89g, brahmi (bacopa monnieri) whole plant 1.93g, shankha puspi (convolvulus pluricaulis) whole plant 1.70g, jyotisamati (celastrus paniculatus) seed 1.70g, yashti (glycyrrhiza glabra) stolon and root 0.66g, ashvagandha rost 0 18 shetava paragus racemosus) root 0.13g, varahi (dioscorea bulbifera) rhizome 0.13g, sukshmalla (elettaria cardamomum) fruit 0.13g, bilva (aegle marmelos) root 0.13g, agnimantha (clerodendrum phlomidis) root/stem bark 0.13g, syonaka (oroxylum indicu peresspermum suaves root/stem bark 0.13g, gambhari (gmelina arborea) rootstem bark 0.13g, shalaparni (desmodium gangeticum) whole plant 0.13g, prishniparni (uraria picta) whole plant 0.139, pippali (piper longum) fruit 0.130, brihati (solanum indicum) whole plant stensratense) plan gokshura (tribulus terrestris) fruit 0.13g, draksha (vitis vinifera) dried fruit 0.13g, guduchi (tinospora cordifolia) stem 0.13g, bala (sida cordifolia) root 0.13g, pushkaramula (inula racemosa) root 0.13g, mudgaparni (phaseolus trilobus) whole plant us pun sandi (ledenia reticlata) root 0.13g, utpala (nymphaea stellata) flower 0.13g, vasa (adhatoda yasica) leaves 0.13g, kakanashika (martynia annua) fruit 0.13g, vidarikand (pueraria tuberosa) root tuber 0.065g, kshira vidari/bedarikand (ipomea digitata) sub. re teams labialis) whpant 0.13 karkatshringi (pistacia integerrima) galls 0.13g, tamalak (phyllanthus niruri) whole plant 0.13g, haritaki (terminalia chebula) pericarp 0.13g, karchura (curcuma zedoaria) rhizome 0.13g, musta (cyperus rotundus) rhizome 0.13g, punara cour-carine, preservative sodium benzoate",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901262152938,Chocolate Spread Hazelnut,Amul,"sugar, hazelnut paste (13%), butter oil, milk solids, cocoa powder, emulsifier (322).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901262153416,Amul Calci+ Milk,Amul,"double toned milk, milk solids.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901246001504,Extra Virgin Olive Oil,Del Monte,extra virgin olive oil.,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8908015836169,Quinoa Crisps (Smokey Bbq),The Healthy Binge,"quinoa flour, jowar flour, rice flour, potato powder, natural mixed tocopherol, salt, sunflower oil, spices and condiments. ins330. latve identical flavouring substances alcium 12 the % daily value te tribute to a daily die ce standard size unc es shown on pack other fried chip in cool dry pla ot buy back if f",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8904386115209,Mars liptint,,"aqua, dimethicone, dimethicone vinyl, dimethicone crosspolymer, cyclopentasiloxane, caprylyl glycol, cyclohexasiloxane, polyacrylate crosspolymer-6,glycerin, propylene glycol, polyglyceryl-10, myristate, phenoxyethanol, ethylhexylglycerin, ethylhexylglycerin, sodium acrylate/ sodium acryloyldimethyl taurate copolymer, parfum, ci 77891, ci 15850, ci 19140 imported by: rome india, 5925/26, basti harphool singh, sadar thana road, delhi-110006 importers rc no.- rc/cos-002270 mfd by/for: zebra brands ltd no5, 50 bonham strand, sheung wan, hong kong your feedback matters mail: info@marscosmetics.in ph no: +91 8929492504 commodity-lip tint",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904221697693,Peanut Butter Chocolate,Atom,"roasted peanuts, chocolate paste [edible vegetable fat, cocoa solids & emulsifier] (e322, e476). sugar, stabiliser, salt, emulsifier [e471] allergen: contains <span class=""allergen"">peanuts</span>, <span class=""allergen"">soya</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906085460000,Mathiya,Yash,"moth dal flour (lentil) (53%), black gram flour (13%), sugar, aiwain, white chilli powder, vegetable ghee (refined palmdlein oil), salt, asafoetida.

allergy information : may contain peanut, <span class=""allergen"">other tree nuts</span>, gluten l soya, <span class=""allergen"">sulphite</span>& mustard seeds, <span class=""allergen"">wheat</span> & <span class=""allergen"">mustard</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901548310403,DoodhShakti,Nutralite,"Milk solids, sugar, edible vegetable oil, antioxidant (INS 319), vitamins",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906002771028,South Indian Filter Coffee,Cothas Coffee,roast and ground coffee & chicory coffee blended with chicory,CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901063155619,Britannia Tiger Krunch Chocochips,Britannia,"ngredients: refined wheat flour (maida), sugar, refined palm oil, choco chips (8%) [sugar, edible vegetable fat, cocoa solids, dextrose mulsifier (322(i))& natural flavouring substance], invert sugar syrup, colours [150c, 124 & 133], raising agents [500(ii) & 503(ii)], cocoa solids 0.4%), iodised salt, emulsifiers [322(i), 471 & 472e], nature identical (chocolate) & artificial (vanilla) flavouring substances, mineral dough onditioner [223] and vitamin*. (numbers in brackets as per international numbering system) contains <span class=""allergen"">wheat</span>, <span class=""allergen"">soy</span> and <span class=""allergen"">sulphite</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904335604532,Choco Peanut Butter,Yoga Bar,"protein blend (38.5%) (soy crisps, peanut protein, whole milk powder, skim milk powder), no added sugar dark compound 20% (maltitol, edible vegetable fat (hydrogenated), cocoa solids, emulsifiers (sorbitean tristearate, <span class=""allergen"">soy lecithin</span>), nature identical flavouring substances), fructooligosaccharide, maltitol, peanut chunks, peanut butter (4%), humectant (glycerol), rice bran oil, natural & nature identical flavouring substances, emulsifier (<span class=""allergen"">soy lecithin</span>), thickener (acacia gum), sweetener (steviol glycosides).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906088860425,current noodles,,"fore 12 months from the date of packaging ingredients of noodles: wheat flour, vegetable oil, wheat gluten, modified tapioca starch, salt, acidity regulators [500(ii) & 501 (ii)], stabilisers [466 & 452(ii)] and riboflavin (101). ingredients of seasoning: salt, garlic powder, hydrolysed vegetable protein (hvp), soya sauce powder, sugar, red chilli, pepper, black pepper, maltodextrin (1400), chicken flavour, flavour enhancers (621, 627 & 631), food acid (296), paprica (160c) and other natural herbs & spices. ingredients of dehydrated vegetables: carrot, cabbage, green peas, red chilli flakes, chives, seaweed and <span class=""allergen"">sesame seed</span>. ingredients of paste: refined vegetable oil, chilli powder, paprica (160c) and other spices. storing advice",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906106070263,Jowar & Sweet Potato Flour - Cocoa Heaven Mug Cake Mix,Serapheena,"raw cane sugar, jawar (sorghum), starch (sweet potato, tapioca), cocoa powder (15%), baking powder, salt. contains nature identical and artificial flavouring substances (vanilla)",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906112995956,Sharbati Flour,Protein Chef,"mp sharbati chakki atta (whole wheat flour (87%)), high protein blend (<span class=""allergen"">soy</span>, barley husk, peanut flour, chickpea, <span class=""allergen"">oats</span>, sattu, urad dal), isolated wheat protein, <span class=""allergen"">nut</span> and seed mix (flax seed, sunflower seed, coconut flour), multi millet mix (ragi, bajra, jowar), edible common salt",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906009076744,Choco ripple cookies,Unibic,"refined wheat flour (maida), sugar, edible vegetable oil (palm), golden syrup, cocoa powder (2%), milk solids, chocolate chips (0.5%) [sugar, cocoa solids, cocoa butter, dextrose and emulsifiers (ins 322 from soy, ins 476)], leavening agents (ins 503 ii, ins 500 ii), emulsifiers (ins 322 from soy, ins 472e, ins 435 and ins 471), lodised salt, artificial flavouring substance (vanillin). allergen advice: contains <span class=""allergen"">wheat</span>, <span class=""allergen"">milk</span> and <span class=""allergen"">soy</span>. may contain traces of <span class=""allergen"">nut</span>.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906169990003,Ribbon Pakoda,Sweet Karam Coffee,"rice flour, edible vegetable oil (rice bran), besan, edible common salt, spices and condiments (chilli powder & asafoetida).",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906084650013,Tofood Soya Paneer,Adisoy,"soymilk (water, soyabean), coagulant.",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8906095480920,Appe Midi Pickle,MN Pickles,"tender mango (appe midi), common salt, red chilli, <span class=""allergen"">mustard</span>, fenugreek cumin, pepper, turmeric, acetic acid, asafoetida contains permitted class ii preservatives",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906153091105,Butterfly Pea Flower Herbal Tea,Blue Tea,100 %butterfly pea flowers (clitoria ternatea),CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8901648015413,Kulfi,Mother Dairy,"Toned milk, sugar, milk fat, cardamom, stabilizers, emulsifier, colours (INS 122)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906053840964,Mataki Bhel,Kalyan Bhel,"matki, rice flex, green chilli masala, gram flour, iodised salt & edible vegetable oil",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8909340000027,No nonsense plant protein pro,Cosmic,"protein blend (inactive dry yeast and pea protein isolate) 80%, cacao and cocoa blend, digestive herb blend (cumin, fennel, fenugreek, ginger), vanilla bean powder and monk fruit. that's all! biodegradable scoop i inside coop inside biodeg",CONFIRMED_INDIA_890,HIGH,KEEP,User Scan / Brand Publication,User-submitted,Barcode Scan
8903023010792,vedaka red masoor dal split,Vedaka,red masoor dal split,CONFIRMED_INDIA_890,HIGH,KEEP,Barcode Registry (No Ingredient Text),Pending Attribution,Barcode Scan
8904221695569,Creatine Monohydrate,"Atom,asitis","creatine monohydrate (micronized), acidity regulator 330, sucralose, approved flavours",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8901042970455,Spicy Sambar powder,mtr,"coriander (42%), red chilli powder (23%), bengal gram splits, red gram splits, lodised salt, turmeric powder, fenugreek, cumin, black gram splits, black pepper (0.7%), spice extracts, <span class=""allergen"">mustard</span>, curry leaf powder (0.5%), asafoetida and ginger",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8904071704596,Madras Mix,Udupi Munch,"gram flour (50%), edible vegetable oil (palmolein), rice flour (6%), gram dal (6%), <span class=""allergen"">peanuts</span> (6%) rice flour (5%), mixed spice (red chilli powder, salt, turmeric powder, curry leaves, asafoetida).",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906159640482,Custard Powder (Vanilla),FIRA,"Corn starch, vanilla flavour, colours (INS 122)",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8908016501363,Tempayy Crumbles,Hello Tempayy,"non-gmo soybeans, water, red chilli paste, vinegar, sunflower oil, chilli powder, sugar, iodized salt, lime juice, spices and condiments, hydrolysed vegetable protein, rice flour, rhizopus (culture), iron, vitamin b12.",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
8906036670632,Buttermilk,Nandini,"milk solids. pasteurised was fodised satt spices & condiments allergen advice: contains <span class=""allergen"">milk</span>",CONFIRMED_INDIA_890,HIGH,KEEP,OpenFoodFacts (ODbL),ODbL,API/CSV Import
