barcode,product_name,brands,ingredients_text
6737706,Coca Cola Zero Sugar,Coca-Cola,"carbonated water, caramel colour, phosphoric acid, aspartame (phenylalanine), potassium benzoate, natural flavour, potassium citrate, acesulfame-potassium, caffeine"
3813201,Potato Crisps,Pringles,"dried potatoes, vegetable oil (contains one or more of the following: corn oil, cottonseed oil, soybean oil, and/or sunflower oil), cornstarch, degerminated yellow corn flour, rice flour, maltodextrin, mono - and diglycerides, contains 2% or less of salt, coconut oil, whey, dextrose, monosodium glutamate, onion powder, nonfat milk, sugar, citric acid, cheddar cheese (milk, cheese cultures, salt, enzymes), sodium caseinate, natural and artificial flavors, lactic acid, reduced lactose whey, disodium inosinate, disodium guanylate, cultured nonfat milk, sour cream (cream, nonfat milk, cultures), yellow 5, autolyzed yeast extract, malic acid, invert sugar, blue cheese (milk, cheese cultures, salt, enzymes), wheat dextrose, yellow 6."
6788603,Coca-Cola Framboise,"The Coca-Cola Company,Coca-Cola","eau gazéifiée, sucre, glucose-fructose, colorant au caramel, essence naturelle, acide phosphorique, caféine"
6792800,Diet Coke,Coca-Cola,"carbonated water, caramel colour, phosphoric and citric acid, aspartame (phenylalanine), flavour, sodium benzoate, caffeine, acesulfame-potassium"
1101,Organic Goat Feed - Mash,"Inewa,Scratch And Peck Feeds","maida, sugar, edible veg fat, salt,milk solids, yeast, vanilla powder, improvers"
4829441,miel de maquis de printemps,Florence Marsili,miel
6403355,STAINLESS,RK,theek se nahin chal rahi hai
89055669108479532154501000,"Wawa, Butter, A Lot, For Junior Hot Hoagies",Wawa,undefined
3873407,Snack Cups BBQ,Pringles,"dried potatoes, vegetable oil (corn, cottonseed, high oleic soybean, and/or sunflower oil), degerminated yellow corn flour, cornstarch, rice flour, maltodextrin, sugar, mono - and diglycerides. contains 2% or less of salt, tomato powder, monosodium glutamate, citric acid, onion powder, spice, garlic powder, yeast extract, hydrolyzed corn protein, malted barley flour, malic acid, disodium inosinate, disodium guanylate, paprika extract color, natural flavors, whey, wheat starch."
1310405,Honeyracha,Heinz,"sugar, tomato puree (water, tomato paste), vinegar, apple cider vinegar, sriracha sauce (red jalapeño peppers, cayenne peppers, sugar, salt, garlic, vinegar, water, citric acid, natural flavor), honey, corn starch, modified food starch, salt, molasses 2%, natural flavor, potassium sorbate and sodium benzoate (to protect freshness), dried garlic, dried onion."
1360507,Tomato ketchup,Heinz,"tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring,"
5261062,Grape Juice,Coca-Cola,"reconstituted grape juice concentrate grape skin extract carbon dioxide, citric acid, preservatives (potassium sorbate and pimaricin grapetiser is a trademark of european refreshments. 2019. coca-cola beverages south africa (pty) ltd, 15 axle drive, clayville, gauteng, 1666, south consumer information: 0860 112526. manufactured in south africa"
6793401,Fresca,"Fresca, Coca-Cola","carbonated water, citric acid, natural flavour, sodium citrate, aspartame (phenylalanine), acesulfame-potassium, potassium sorbate, salt, sodium benzoate, tartrazine"
5463773,Hhhhhh,Hhhhhhh,hhh
6999108,Pepsi,PepsiCo,"carbonated water, glucose-fructose and/or sugar, caramel colour, phosphoric acid, caffeine, citric acid, natural flavours"
4946506,Cherry,Coca-Cola,"carbonated water, high fructose, corn syrup, caramel color, phosphoric acid, natural flavors, caffeine"
3005011,Gripz,Kellogg's,"ingredients nhaie wheat flour, enriched flour (wheat bour niacin, reducen iron, vitamin b1 [tiviainin mononitrate], vitamin 32 [riboflavin}, folic acid), sugar, <span class=""allergen"">soybean</span> and palm oil, polydextrose, fructose. contains 2% or less of cinnamon, molasses, artificial flavor, salt, soy lecithin baking soda, datem, <span class=""allergen"">whey</span>. contains wheat soy and milkingredients supan"
1233,Coop Croissant Naturell 60g,GOMAN AS,"hvetemel, smør (fløte (melk), melkesyrebakterier), vann, sukker, gjær, salt, egg, hvetegluten, enzym, melbehandlingsmiddel (e 300)."
1062,Blue Tea Chamomile Flower Herbal Tea,Blue Tea,chamomile flowers
6998206,Pepsi,Pepsi,"carbonated water, glucose-fructose and/or sugar, caramel colour, phosphoric acid, caffeine, citric acid, natural flavour"
4060309,3 Musketeers Share Size,Mars,"milk chocolate (sugar, chocolate, cocoa butter, skim milk, lactose, milkfat, soy lecithin), sugar, corn syrup, hydrogenated palm kernel oil and/or palm oil, less than 2% - cocoa powder processed with alkali, salt, egg whites, artificial and natural flavors,"
1312102,Tomato Ketchup,Heinz,"tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring."
1369906,Tomato Ketchup Hot & Spicy,Heinz,"tomato ketchup [tomato concentrate (red ripe tomatoes), distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder natural flavoring], pepper sauce (distilled vinegar, red pepper, salt)."
1229707,mountain dew,pepsi,"carbonated water, high fructose corn syrup, concentrated orange juice, citric acid, natural flavor, sodium benzoate (preserves freshness), caffeine, sodium citrate, erythorbic acid (preserves freshness), gum arabic, calcium disodium edta (to protect flavor), brominated vegetable oil, yellow 5,"
2330013,Fibergo High-Fiber Nutritional Mix,Amgenex,"oligosaccharides, wheatgrass powder, oil palm fiber, apple powder, <span class=""allergen"">oat fiber</span>, mixed berries, spirulina, guava powder, and kiwi fruit powder."
1321100,Yellow Mustard,Heinz,"distilled white vinegar, mustard seed, water, salt, turmeric, spices, natural flavor."
4110996,coca cola,Coca-cola,sons eovane ma oal
4954806,Coca-Cola Original Taste,Coca-Cola,"carbonated water, high fructose corn syrup, caramel color, phosphoric acid, natural flavors, caffeine"
4062705,Snickers Almond King Size,Snickers,"milk chocolate (sugar, cocoa butter, chocolate, skim milk, lactose, milkfat, soy lecithin), corn syrup, sugar, almonds, palm oil, skim milk, less than 1.5% - lactose, salt, hydrogenated palm kernel oil, egg whites, artificial flavor"
924344401248002602,Dates,Nesto,dates
6781008,Coca Cola Artisanal,Coca-Cola,"carbonated water, cane sugar, caramel colour, phosphoric acid, natural flavour, caffeine.

ingrédients: eau gazeifiée, sucre de canne, colorant au caramel, acide phosphorique, essence naturelle, caféine."
7548808000500290736,Kinder Pingui Coco,"Ferrero,Kinder","chocolat supérieur au lait 24% (beurre de cacao, sucre, lait en poudre, pâte de cacao, lait de coco en poudre, émulsifiants : lécithines [soja], arômes), lait frais pasteurisé 21%, sucre, huile de palme, farine de froment, lait écrémé en poudre, noix de coco 5% (lait de coco en poudre 3,5%, noix de coco séchée 1,5%), dextrose, beurre concentré, oeuf, cacao maigre, levure de bière, arômes, émulsifiants : mono et diglycérides d'acides gras, cacao, sel."
7572508000500275870,Mousse De Lait Enrob,"Ferrero, Kinder","chocolat supérieur au lait 42% (sucre, lait en poudre, beurre de cacao, pâte de cacao, émulsifiants: lécithines [soja], vanilline), noisettes 14%, huile de palme, sucre, lait frais pasteurisé, lait écrémé en poudre, beurre de cacao, beurre concentré, émulsifiants : mono et diglycérides d'acides gras, vanilline."
7572708000500309469,Mousse De Lait Enrob,"Ferrero, Kinder","chocolat supérieur au lait 42% (sucre, lait en poudre, beurre de cacao, pâte de cacao, émulsifiants: lécithines [soja], vanilline), noisettes 14%, huile de palme, sucre, lait frais pasteurisé, lait écrémé en poudre, beurre de cacao, beurre concentré, émulsifiants : mono et diglycérides d'acides gras, vanilline."
9165746,Nucellina,Florence Marsili,"sucre de canne, graisse vétale (huile de tournesol, huile de carthame, beurre de cacao), 18% de noisette, cacao naturel, lait, lécithine de soja, vanilline naturelle. sans huile de palme."
4010508,Snickers Almond,Snickers,"milk chocolate (sugar, cocoa butter, chocolate, skim milk, <span class=""allergen"">lactose</span>, milkfat, <span class=""allergen"">soy lecithin</span>), corn syrup, <span class=""allergen"">almonds</span>, sugar, skim milk, palm oil, less than 2 %-lactose, salt, hydrogenated palm kernel oil, <span class=""allergen"">egg whites</span>, artificial flavor. allergy information: contains <span class=""allergen"">almonds</span>, <span class=""allergen"">milk</span>, <span class=""allergen"">egg</span> and <span class=""allergen"">soy</span> may contain other tree nuts and <span class=""allergen"">peanuts</span>."
7591068,pringles,Pringles,"dehydrated potatoes, vegetable oils (sunflower, corn), ricefou wheat starch, corn flour, paprika seasoning (sugar, paprik pue flavour enhancers {monosodium glutamate, disodium guanjite disodium inosinate), yeast powder, dextrose, onion powde vegetable broth (from maize and rape), garlic powder, colour (paprika extract), acid (citric acid), chilli extract), em (e471) (from rapeseed oil), maltodextrin, salt, colour (anato contains wheat, best before: see bottom, packed in a protective atmosphere, seşni̇li̇ cerez undel tozu (%1,3), aroma arttincilar f renklendirici (paprika ekstrakt (e 1e renklendirici (anatto), tavsiye edilen hole tr kirmizibi̇ber (şeker, kırmızıbiber sarımsak tozu, kutunun altındadır, üretim tarihi tavsije ae"
827664,Rajasthani Aloo Bhujia,Noice,"rice bran oil, potato flakes (15%), besan, edible starch, moth dal flour, sago, spices and condiments, iodized salt, acidity regulator (citric acid) (ins 330)."
6782900,Coca-Cola Original Taste,Coca-Cola,"carbonated water, sugar, glucose fructose, e150, colour, e338, caffeine"
1371202,BBQ Sauce Classic Sweet & Thick imp,Heinz,"sugar, distilled white vinegar, tomato paste, molasses, corn starch, salt, water, natural smoke flavor, spices, tamarind concentrate, onion powder, garlic powder."
1362903,Sauce Relish Au Concombre Heinz,Heinz,"pickles (cucumbers, salt, calcium chloride), high fructose corn syrup, cabbage (cabbage, salt), distilled white vinegar, alum, xanthan gum, dehydrated red bell peppers, extractive of turmeric, natural flavoring, fd&c yellow no. 5 & blue no. 1, polysorbate 80."
1363106,Hot Dog Relish,Heinz,"relish stock (cucumbers, cabbage, salt, thickening agent e509), high fructose corn syrup, <span class=""allergen"">mustard</span> (distilled white vinegar, water, mustard seed, mustard bran, salt, turmeric, paprika), distilled white vinegar, mustard seed, dehydrated onions, spices, dehydrated red bell peppers, natural flavor, thickening agent e415, turmeric extract, color (e102)."
1521803,Yellow Mustard,Heinz,"distilled white vinegar, mustard seed, water. salt&quot; turmeric, natural flavor and spices."
1231100,Pepsi Wild Cherry,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, natural flavor, caffeine, citric acid."
8230122,kellogs extra peanut butter,Kellogg's,"notre recette ons recept la nostra ricetta nuestra receta ingrédients : céréales(48%)avoine, mais, farine de blé), cacahuètes grillées(19%), beurre de cacahuètes (990)(cacahuètes grillées), huile de palme sucre, sirop de glucose, extrait de malt d'orge, mélasse, miel, sel, poudre à lever(carbonate acide de sodium), emulsifiant lécithine de soja), lait écrémé en poudre antioxydant(extrait riche en tocophérols), arôme nature vitamines et minéraux: vitamines (niacine, b6, b2, b1, acide folique, d, b12) et fer. allergènes : voir les ingrédients en gras. peut contenir: autres fruits à coque."
5725003,Hanch Hot Sauce,Heinz,04050034249100 o 572500 per 2 thap (30 2 c à soupe (30 ml) cholesterol/cholestérol 10 mg ingredients oter
1282201,DIET WILD CHERRY,PEPSI,"carbonated water, caramel color, phosphoric acid, natural flavor, aspartame, potassium benzoate, potassium citrate, citric acid, caffeine, acesulfame potassium, calcium disodium edta"
984577,fruit adventure tic tacs,Ferrero,"sugar&quot;, maltodextrin, tartaric acid, rice sta arabic, natural and artifical flavors, magnesium stgarate, malic acid, citric acid, dried passionfruit, dried green apple, carnauba wax, ascorbic acid, yellow 6, yellow 5, red 40, blue 1. &quot;adds a trival amount of calories, total sugars and added sugars. excl dist. ferrero usa, nc, parsippany, nj ot054, made in canada. 75153795 09800 007608"
6078014,nutella,ferrero,"sucre,huile de palme,noisettes,lait écrémé en poudre,cacao maigre,"
1303104,"Kentucky Bourbon Style Rich & Savory Bbq Sauce, Kentucky Bourbon Style",Heinz,"distilled white vinegar, tomato paste, water, dark brown sugar, sugar, molasses, bourbon, salt, raisin paste, corn starch, spices, tamarind extract, garlic powder, natural flavor, natural smoke flavor, onion powder, xanthan gum."
1225507,Diet Cola,Diet pepsi,"contains**: carbonated water, caramel color, aspartame, phosphoric acid, potassium benzoate (preserves freshness), caffeine, citric acid and natural flavors."
15573,Supreme Harvest Sooji Rawa (Semolina),Supreme Harvest,sooji rawa (semolina)
4040509,Twix Original Share Size,Twix,"milk chocolate (sugar, cocoa butter, chocolate, skim milk, <span class=""allergen"">lactose</span>, milkfat, <span class=""allergen"">soy lecithin</span>, pgpr, artificial flavors), enriched wheat flour (<span class=""allergen"">wheat flour</span>, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, palm oil, corn syrup, skim milk, dextrose, less than 2% - salt, cocoa powder, <span class=""allergen"">soy lecithin</span>, modified corn starch, baking soda, artificial flavor."
7030000,Kraft Caramel Bits,Heinz,"sugar, corn syrup, liquid sugar, skim milk, palm oil, <span class=""allergen"">butter</span> (crfam, salt). a mono - and diglycerides, soy lecithin tains: milk, <span class=""allergen"">soy</span>."
7173404,Coca-Cola,Coca-Cola,"carbonated water, sugar, caramel color, phosphoric acid, natural flavors, caffeine."
890553041796015,"Bob Evans, Arnold Palmer",Bob Evans,undefined
4905004,Cherry Coca-Cola,Coca-Cola,"carbonated water, high fructose corn syrup, caramel color, phosphoric acid, natural flavors, caffeine"
1382606,"Caramelized onion & bacon tomato ketchup, caramelized onion & bacon",Heinz,"tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, onion powder, natural flavoring."
363239,Pringles,Pringles,"dried potatoes, vegetable oil, corn, cottonseed, high oleic soybean and/or sunflower seeds, degerminated yellow corn flour, cornstarch, rice flour, maltodextrin, mono - and diglycerides, salt, and wheat starch"
7781900,tomato ketchup,heinz,"tomates (200 g pour 100 g de tomato ketchup), vinaigre, jus de citron à base de concentré, chlorure de potassium, acidifiant"
8662440,Pepsi Max,Pepsi,"carbonated water, colour (caramel e150d), sweeteners (aspartame, acesulfame k), acids (phosphorit acid, citric acid), flavourings (including caffeine), preservative (potassium sorbate). contains a source of phenylalanine caution: pressurised container, handle with care"
2520609,Duvalin Bi Sabor,"Minute Maid,Coca-Cola","apple juice contains pure filtered water, concentrated apple juice, less than 0.5% of: calcium citrate (calcium source), vitamin c (ascorbic acid), potassium phosphate. produced for the coca-cola company atlanta, ga 30313 u.s.a. contains apple juice concentrate from the u.s.a., argentina, austria, chile, china, germany and turkey."
1311307,Original Cocktail Sauce,Heinz,"tomato concentrate (tomato paste, water), distilled white vinegar, high fructose corn syrup, horseradish, corn syrup, salt, soybean oil, dehydrated onions, natural flavorings, spices, onion powder, garlic powder."
128501476913300299,"Krazy, Organic Krazy Ketchup, Agave",Krazy Kitchen  Llc,"organic tomato paste, organic agave nectar, organic butternut squash puree, organic carrot puree, organic sweet potato puree, organic spices, citric acid, and salt."
6746403,Diet Coca-Cola,Coca-Cola,"carbonated water, caramel colour, phosphoric and citric acid, aspartame (phenylalanine), flavour, sodium benzoate, caffeine, acesulfame-potassium"
1321207,Yellow Mustard,Heinz,"distilled white vinegar, mustard seed, water, salt, turmeric, spices, natural flavor."
1365201,Jack Daniel's Master Blend Barbecue Sauce,"Heinz, Jack Daniel's","high fructose corn syrup, tomato concentrate (water, tomato paste), distilled white vinegar, molasses, salt, modified corn starch, mustard flour, natural hickory smoke flavoring, caramel color, sodium benzoate and potassium sorbate as preservatives, spices, jack daniel's tennessee whiskey flavoring (natural and artificial flavors), onion powder, garlic powder, xanthan gum."
1308109,"Tomato ketchup, tomato",Heinz,"tomato concentrate from red ripe tomatoes, butternut squash puree, distilled vinegar, sugar, carrot puree, salt, onion powder, spice, natural flavoring."
1317806,Salad vinagre,Heinz,"distilled white vinegar, sugar, malt vinegars, water"
62520,Tewaris Roasted Multi Grain,Tewaris,"whole jawari, wheat flour, rice flour, com, peanuts, nachni, jeera,iodised salt, condiments & oil, selected spices"
7532,Gond Katira,SFT,gond katira
1309201,Kranch,Heinz,"nutrition facts amount/serving % dv amount/serving total fat 6g 7% total carb. 4g yours. % dv per container about 7 servings sat. fat 3.5g 16% 1% fiber og 0% trans fat 0g total sugars 1g incl. 1g added sugars 2% serving size cholest.25mg 8% 1/4 cup (609) sodium 370mg 16% protein 1g 70 vitamin d 0% calcium 2% iron 0% potassium 0% calories er serving gredients: water, <span class=""allergen"">cream</span> (from milk), modified cornstarch, parmesan cheese (cultured part-skim milk, salt romes, contains less than 2% of sugar, <span class=""allergen"">butter</span> (<span class=""allergen"">cream</span>), salt, enzyme modified egg yolks, natural cream flavor autodextrin, natural flavor [contains <span class=""allergen"">milk</span>]), whey protein concentrate, dried garlic, xanthan gum, black per romano cheese made from cow's milk (<span class=""allergen"">milk</span>, cheese cultures, salt, enzymes), lactic acid, natural flavor, cedar cheese (cultured milk, salt, enzymes), sodium phosphate, simmer & serve/refrigerate"
5700103,Heinz Yellow Mustard,Heinz,"white vinegar, water, mustard seed, salt, turmeric, natural flavour, spices, contains: mustard, ingrédients : vinaigré blańc, eau, graines de moutarde, sel, curcuma, saveur naturelle, épices, contient : moutarde, 04050030239600 57000 03635"
1335404,Tomato Ketchup,Heinz,"tomato concentrate from red ripe tomatoes, distilled vinegar, salt, natural flavoring, onion powder, *sucralose, spice. *not in regular ketchup."
1261402,"Wild Cherry Real Sugar Cola, Wild Cherry",Pepsi-cola,"carbonated water, sugar, caramel color, natural flavor, phosphoric acid, caffeine, citric acid."
4968401,ZERO SUGAR ZERO CALORIE COLA,Coca-Cola,"carbonated water, caramel color, phosphoric acid, aspartame, potassium benzoate, natural flavors, potassium citrate, acesulfame potassium, caffeine."
4474708,pizza lunchable,Heinz,"pizza crust (wheat flour [enriched bleached wheat flour contains acts (flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sugar, glycerin, whole wheat age (121g) 310 less of: yeast, vital wheat gluten, mono - & diglycerides, salt, xanthan gum, calcium propionate, sorbic acid, natural and artificial flavor, enzyme), contains: wheat"
924066700410002086,Walnut,Nesto,walnut kernels
4498230,Monster,Monster,"carbonated water, sugar, mango juice from concentrate, guava puree, white grape juice concentiat glucose, apple juice concentrate, citric acid. taure pineapple syrup, pineapple juice concentrate, potassn citrate, natural flavors, lemon pulp, apricot puree ra juice concentrate, peach puree, sodium citrate puta sorbate (preservative, caffeine, maltodextrin. macina vit, b3), sucralose, xanthan gum, sodium algia passionfruit juice concentrate, salt, gum arabic inositl 1-carnitine l-tartrate, sodium benzoate (preservative ester gum, pyridoxine hydrochloride vit. b8), riboflavin m 82, red #40, cyanocobalamin (vit. b12). manufactured for monster energy company monster way, corona, ca. 92879 u.s.a. 2017 monster energy company monster energy blend: glucose taur caffeine from all sources: 160mg per car caffeine maltodextrin inositol - carntine consume responsiriy ot beo childae"
62621,Bhavnagri ghatiya,Tewaris,"gram flour, veg edible oil, iodised salt, asofor sodabicarb 062521"
150502,Eggs,"Fresho,Bigbasket","<span class=""allergen"">eggs</span>"
5705009,Sauce bbq memphis,Heinz,"tomato paste, brown sugar, water, sugar, white vinegar, apple cider vinegar, blackst salt, spices, corn starch, dehydrated onion, seasonings (anchovies [<span class=""allergen"">fish</span>]), natural flavour, must contains: anchovies (<span class=""allergen"">fish</span>), <span class=""allergen"">mustard</span>. ingredients: pate de tomates cassonade, eau, sucre, vinaigre blanc, vinaigre de cidre de pomme melasse de cuisine, sel, épices amidon de mais, oignon déshydrate assaisonnements (anchois (poisson), arome naturel, moutarde, gomme xanthane, contient: anchois (poisson), moutarde uf best before date on lid meilleur avant la date sur le couvercle 570500 9"
177245,chocolate pudding,Heinz,"ttrition facts servings: about 4, serv. size: 1/4 package (25g) amount ng: calories 90, total fat 0g (0% dv), sat. fat og (0% dv), trans cholest. omg (0% dv), sodium 110mg (5% dv), total carb. 229 (8% eber &lt;1g (4% dv), total sugars 15g (incl. 15g added sugars, 30% dv), forain &lt;1g, vit. d (0% dv), calcium (0% dv), iron (6% dv). potas. (0% dv). ngd ents sugar cornstarch, dextrose, cocoa (processed with alkali modified cornstarch, contains btan 2% of natural and artificial flavor, salt, polysorbate 60, calcum carrageenan, fumaric acid. kraft heinz foods company, chicago, il 60601"
5597811,nutritius crunchy peanut chikki,nutritius,roasted peanuts & jaggery.
4040101,Milky Way,Mars,"milk chocolate (sugar, cocoa butter, skim milk, chocolate, <span class=""allergen"">lactose</span>, milkfat, <span class=""allergen"">soy lecithin</span>, artificial flavor), corn syrup, sugar, palm oil, skim milk, milkfat, cocoa powder processed with alkali, barley malt extract, <span class=""allergen"">lactose</span>, salt, <span class=""allergen"">egg whites</span>, chocolate, artificial flavor."
4918309,Diet Coke,Coca-Cola,"carbonated water, caramel color, aspartame, phosphoric acid, potassium benzoate, natural flavors, citric acid, caffeine"
22,Coca Cola original taste,Coca-Cola,"peanut butter, grass-fed protein blend (whey protein isolate, whey protein concentrate, milk protein isolate), whey protein crisps, soluble vegetable fiber, vegetable glycerin, water, coconut oil, chocolate, cocoa butter, sunflower lecithin, himalayan salt, ksm-66 ashwagandha, monk fruit"
7437144,2x SNICKERS,SNICKERS,donon velieina porcye: 37 s9 sb nutritionnelle/hranjive vrijednosti na rgétique/energetska vrijednost matie ait (27 100g 37.s9 759kj (9%)
1223305,MTN Dew,Pepsico,"carbonated water, high fructose corn syrup, concentrated orange juice, citric acid, natural flavor, sodium benzoate (preserves freshness), caffeine, sodium citrate, erythorbic acid (preserves freshness), gum arabic, calcium disodium edta (to protect flavor), brominated vegetable oil, yellow 5."
1307605,Tomato Ketchup,Heinz,"tomato concentrate, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring."
3920217,snickers,snickers,"mil chocolate (sugar, cocoa butter, chocolate, skim milk, lactose, milk fat, soy lecitin, artificial flavor), peanuts, corn syrup, palm oil, skim milk, lactose, salt, egg whites, artificial flavor"
3808500,Potato Crisps,Pringles,"dried potatoes, vegetable oil (contains one or more of the following: corn oil, cottonseed oil, soybean oil, and/or sunflower oil), cornstarch, degerminated yellow corn flour, rice flour, matodextrin, mono - and diglycerides, contains 2% or less of salt, dextrose, coconut oil, whey, monosodium glutamate, onion powder, sugar, cheddar cheese (milk, salt, cultures, enzymes), blue cheese (milk, salt, cheese cultures, enzymes), lactic acid, nonfat milk, natural and artificial flavors, citric acid, butter, sodium caseinate, yeast extract, disodium inosinate, disodium guanylate, buttermilk, yellow 5, yellow 6, yellow 5 lake, yellow 6 lake, wheat dextrose."
1231003,Wild cherry,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, natural flavor, caffeine, citric acid."
952144,Schweppes,Coca-Cola,"1,5 le declarație nutrițională 100 ml pentru: 250ml (%"") 178kj/ 445 kj/ valoare energetică: grăsimi: din care acizi grași saturați: glucide: din care zaharuri: 10,1g proteine: sare:"
1244308,Cola,Pepsi,"carbonated water, sugar, caramel color, phosphoric acid, caffeine, natural flavor."
1321809,Yellow mustard,Heinz,"distilled white vinegar, mustard seed, water, salt, turmeric, natural flavor and spices,"
1379903,Tomato ketchup,Heinz,"tomato concentrate from red ripe tomatoes, distilled vinegar, salt, natural flavoring, onion powder, *sucralose, spice."
2276801,Altoids Arctic Wintergreen Mints,"Mars,Wrigley","sorbitol, natural and artificial flavors, magnesium stearate, acesulfame k, sucralose."
89077041479737122692,"Jersey Mike's Subs, Extra Cheese, For Grilled Veggie Wrap",Jersey Mike's Subs,undefined
1313907,Hot Dog Relish,Heinz,"cucumbers, high fructose corn syrup, cabbage, yellow mustard (distilled white vinegar, mustard seed, water, salt, turmeric, natural flavor and spices), distilled white vinegar, salt, mustard seed, dried onions, xanthan gum, spices, potassium sorbate (as preservative), dried red bell peppers, natural flavors, fd&c yellow no. 5."
6741602,Coca-Cola,Coca-Cola,"carbonated water, sugar/glucose-fructose, caramel colour, phosphoric acid, natural flavour, caffeine"
1365502,Yellow mustard,HEINZ,"vinaigre blanc distillé, graines de moutarde, eau, sel, curcuma, arôme naturel et épices."
8912125,kellogs milk chocolate,Kellogg's,"או uk (rl white chocolate flavoured toasted rice. ingredients: rice, glucose syrup, white chocolate(6.5%)(sugar, cocoa butter, whole milk powder, emulsifier{soy lecithin}, natural vanilla flavouring), sugar, inulin, natural flavouring, barley malt extract, salt. vitamins & minerals: niacin, iron, vitamin b6, vitamin b2(riboflavin), vitamin b1(thiamin), folic acid, vitamin d, vitamin b12. for allergens see ingredients highlighted in bold. best before: see top."
1282609,Cola,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, caffeine, citric acid, natural flavor."
1611144,Schoko-bons,"Ferrero, Kinder","chocolat supérieur au _lait_ 50% (sucre, _lait_ en poudre, beurre de cacao, pâte de cacao, émulsifiants: lécithines [_soja_], arômes), sucre, _lait_ écrémé en poudre, huile de palme, _noisettes_ 5,8%,_beurre_ concentré, chocolat noir (sucre, pâte de cacao, beurre de cacao, émulsifiants : lécithines [_soja_], arômes), agents d'enrobage (gomme arabique, gomme schellac), sirop de glucose, émulsifiants: lécithines [soja], arômes."
1307508,Tomato Ketchup,Heinz,"tomato concentrate (red ripe tomatoes), distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring."
1317903,Heinz Vinegar Gourmet Malt,Heinz,"malt vinegar (barley, corn malt), diluted with water to vinegar ingredients: malt vinegar (barley. 5% acidity."
1266805,Crystal Pepsi,Pepsi,"carbonated water, high fructose corn syrup and/or sugar phosphoric acid, citric acid, natural flavorings, modified food starch"
596656566628820,hdhdhd,,milk wwhite caramels ust crishleys milk white caramels tm ust crishley's
1313606,Sweet Relish,Heinz,"cucumbers, distilled white vinegar, sugar, salt, calcium chloride, potassium sorbate, sodium benzoate, guar gum, aluminum sulfate, xanthan gum, dried red bell pepper, natural and artificial flavors, oleoresin turmeric, yellow 5, blue 1, polysorbate 80"
3801826,froot loops insta bowls,Kellogg's,"stents: milk powder (<span class=""allergen"">milk</span>, vitamin a palmitate, vitamin d3), corn flour blend (whole grain yelow.com for degerminated yellow corn flour), sugar, <span class=""allergen"">wheat flour</span>, whole grain oat flour, modified food starch, 2% or less of vegetable oil (hydrogenated coconut, soybean and/or cottonseed), at fiber, rabodetrin,salt, soluble corn fiber, natural flavor, red 40, yellow 5, blue 1, yellow 6. ons and minerals: vitamin c (ascorbic acid), reduced iron, niacinamide, vitamin b6 (pyridoxine ochoride), vitamin b2 (riboflavin), vitamin b₁ (thiamin hydrochloride), folic acid, vitamin d3, vitamin b13 contains <span class=""allergen"">milk</span> and wheat ingredients."
1201303,Pepsi,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, caffeine, citric acid, natural flavor."
1373501,Tomato Ketchup,Heinz,"tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring,"
1249206,Pepsi caffeine free,Pepsi,"carbonated water, high fructose corn syrup, caramel color, sugar, phosphoric acid, citric acid, natural flavor."
1362408,India Relish,Heinz,"cucumbers, high fructose corn syrup, cabbage, distilled white vinegar, salt, aluminum sulfate, xanthan gum, dried red bell pepper, polysorbate 80, natural and artificial flavor (celery), fd&c yellow no 5, fd&c blue no 1."
3442869,Twix minis,Twix,"sucre, sirop de glucose, farine de blé (17% ), matière grasse de palme, beurre de cacao, lait écrémé en poudre, pate de cacao, lactose, matière grasse du lait, petit-lait en poudre, cacao maigre, sel, émulsifiant (lécithine de soja), poudre à lever (e500), extrait naturel de vanille. (peut contenir: noisette, amande, orge, avoine), produit en allemagne."
1281503,Diet Pepsi,"Pepsi,Pepsico,Pepsi-Cola","carbonated water, caramel color, aspartame, phosphoric acid, potassium benzoate (preserves freshness), caffeine, citric acid, natural flavor, acesulfame potassium."
4355502,Mios,Heinz,"water, malic acid, citric acid, contains less than 2% of natural flavor, sucralose and acesulfame potassium (sweeteners), potassium citrate, red 40, blue 1, potassium sorbate (preservative)."
